Date,USD/EUR,USD/GBP,USD/JPY,USD/CHF,USD/CAD,USD/AUD,USD/SGD,USD/KRW,USD/CNY,USD/INR,USD/BRL,USD/ZAR,USD/RUB,USD/MXN,USD/IDR,USD/TRY,USD/VND,USD/LKR,USD/NGN ,USD/KES,USD/BDT
16-05-2006,0.778,0.530,109.760,1.208,1.107,1.304,1.574,929.970,7.993,44.995,2.142,6.330,26.994,11.005,9188.600,1.446,15965.000,98.296,122.640,68.578,66.690
17-05-2006,0.785,0.531,110.910,1.215,1.115,1.317,1.580,925.290,7.991,44.625,2.183,6.434,26.950,11.171,8978.900,1.477,15507.000,102.750,124.570,69.803,67.709
18-05-2006,0.778,0.528,110.900,1.205,1.120,1.309,1.578,933.810,8.000,45.400,2.202,6.448,27.021,11.151,9124.900,1.498,15204.000,102.750,122.240,68.687,66.416
19-05-2006,0.783,0.532,111.660,1.218,1.117,1.321,1.583,933.020,8.010,45.295,2.197,6.481,27.053,11.138,9189.200,1.478,15302.000,102.760,123.010,69.189,65.529
22-05-2006,0.778,0.530,111.460,1.205,1.117,1.327,1.585,939.400,8.016,45.290,2.297,6.526,27.060,11.244,9242.700,1.535,15310.000,102.750,123.080,68.814,66.363
23-05-2006,0.782,0.533,112.140,1.212,1.125,1.332,1.585,938.070,8.010,45.380,2.250,6.625,26.980,11.362,9304.700,1.491,15378.000,102.750,123.620,69.655,67.103
24-05-2006,0.783,0.534,112.740,1.216,1.120,1.328,1.588,938.950,8.010,45.680,2.358,6.554,27.000,11.200,9343.300,1.549,15441.000,102.750,124.150,69.591,67.527
25-05-2006,0.781,0.533,111.760,1.216,1.108,1.314,1.579,936.170,8.010,45.769,2.358,6.491,27.040,11.114,9323.400,1.549,15400.000,99.243,127.500,69.268,67.208
26-05-2006,0.785,0.538,112.650,1.225,1.107,1.319,1.580,938.020,8.015,45.755,2.256,6.495,27.048,11.095,9303.200,1.525,15391.000,102.760,123.710,69.554,65.991
29-05-2006,0.784,0.538,112.560,1.224,1.105,1.318,1.580,934.910,8.013,45.990,2.239,6.508,27.050,11.162,9293.400,1.526,15320.000,102.850,123.150,69.265,67.453
30-05-2006,0.777,0.531,112.150,1.212,1.099,1.313,1.579,937.030,8.022,46.080,2.309,6.691,26.940,11.295,9184.500,1.539,15307.000,102.850,123.060,69.010,67.417
31-05-2006,0.780,0.534,112.530,1.218,1.101,1.328,1.579,937.180,8.014,46.160,2.297,6.721,27.006,11.282,9270.700,1.563,15364.000,102.770,127.500,69.188,68.041
01-06-2006,0.781,0.536,112.480,1.220,1.103,1.337,1.581,930.120,8.010,46.120,2.267,6.596,27.090,11.221,9323.800,1.530,15305.000,102.980,123.080,68.684,66.891
02-06-2006,0.774,0.531,111.730,1.208,1.101,1.331,1.573,935.860,8.013,45.594,2.282,6.623,26.760,11.301,9247.900,1.585,15184.000,102.760,122.040,68.282,65.333
05-06-2006,0.775,0.534,112.340,1.208,1.105,1.336,1.578,937.160,8.013,45.680,2.282,6.666,26.710,11.325,9299.500,1.585,15962.000,102.850,128.000,68.375,65.421
06-06-2006,0.780,0.537,113.215,1.216,1.113,1.349,1.583,937.330,8.003,45.850,2.267,6.766,26.810,11.275,9341.200,1.562,15368.000,103.070,123.530,69.352,66.121
07-06-2006,0.781,0.538,113.430,1.220,1.112,1.347,1.586,936.610,8.007,45.730,2.257,6.683,26.850,11.325,9357.500,1.548,15320.000,103.060,123.130,69.374,65.909
08-06-2006,0.791,0.543,113.935,1.232,1.122,1.347,1.592,918.360,8.009,45.760,2.283,6.745,26.988,11.396,9472.200,1.553,15440.000,103.060,124.090,69.959,66.416
09-06-2006,0.791,0.543,113.960,1.231,1.107,1.332,1.593,941.210,8.001,45.860,2.260,6.675,27.040,11.334,9376.500,1.535,15340.000,103.110,123.240,69.585,65.975
12-06-2006,0.795,0.543,114.380,1.234,1.099,1.347,1.596,948.190,8.006,45.820,2.262,6.781,27.050,11.412,9392.500,1.559,15329.000,103.110,123.190,69.907,67.233
13-06-2006,0.797,0.545,115.240,1.239,1.113,1.356,1.598,952.770,8.013,45.940,2.289,6.796,27.090,11.464,9510.100,1.584,15357.000,102.850,123.330,71.038,66.036
14-06-2006,0.793,0.542,114.860,1.231,1.114,1.355,1.594,946.900,7.991,45.820,2.282,6.826,27.030,11.422,9470.600,1.593,15347.000,102.700,127.000,70.391,65.620
15-06-2006,0.791,0.541,114.715,1.231,1.111,1.347,1.590,945.760,7.991,45.810,2.259,6.856,27.035,11.382,9364.200,1.594,15315.000,103.220,127.000,70.168,65.783
16-06-2006,0.791,0.541,115.140,1.234,1.125,1.352,1.596,943.680,7.988,45.849,2.247,6.835,26.913,11.382,9270.700,1.588,15335.000,103.400,122.960,70.415,65.918
19-06-2006,0.795,0.543,115.380,1.240,1.120,1.358,1.597,950.670,7.998,45.820,2.231,6.980,27.040,11.407,9318.200,1.596,15319.000,103.200,122.530,70.359,65.870
20-06-2006,0.794,0.542,114.900,1.238,1.118,1.356,1.593,945.780,7.993,45.860,2.238,7.068,27.040,11.437,9310.800,1.620,15308.000,103.400,127.000,70.163,65.715
21-06-2006,0.790,0.542,114.835,1.234,1.108,1.354,1.589,941.550,7.991,45.840,2.238,7.109,26.970,11.364,9257.100,1.650,15266.000,103.460,122.070,70.151,67.236
22-06-2006,0.795,0.547,116.080,1.242,1.118,1.363,1.598,943.850,7.987,45.920,2.231,7.331,27.047,11.442,9314.500,1.672,15333.000,103.540,122.690,70.706,66.099
23-06-2006,0.798,0.549,116.540,1.247,1.120,1.366,1.599,943.610,7.990,45.945,2.245,7.385,27.107,11.391,9360.300,1.699,15337.000,103.620,122.690,71.257,66.102
26-06-2006,0.794,0.548,116.220,1.242,1.123,1.364,1.598,941.430,7.992,46.254,2.225,7.306,27.037,11.476,9300.000,1.662,15293.000,103.730,122.520,71.197,65.861
27-06-2006,0.796,0.549,116.320,1.244,1.123,1.367,1.597,948.800,7.989,46.260,2.227,7.281,27.057,11.431,9195.000,1.629,15316.000,103.400,126.000,70.978,67.398
28-06-2006,0.797,0.550,116.400,1.247,1.123,1.372,1.598,948.500,7.989,46.300,2.225,7.185,27.078,11.349,9241.000,1.600,15348.000,103.760,122.920,70.931,67.555
29-06-2006,0.790,0.547,115.150,1.237,1.109,1.352,1.591,938.400,7.986,46.260,2.203,7.223,27.051,11.303,9266.000,1.594,15322.000,103.730,122.750,69.666,66.635
30-06-2006,0.782,0.541,114.490,1.223,1.115,1.346,1.582,936.460,7.983,45.805,2.162,7.114,26.852,11.238,9163.000,1.578,15327.000,103.750,122.910,69.942,66.979
03-07-2006,0.781,0.543,114.750,1.224,1.112,1.346,1.584,932.690,7.990,45.940,2.157,7.005,26.860,11.077,9050.000,1.541,15342.000,103.800,123.010,70.439,67.127
04-07-2006,0.782,0.542,115.095,1.224,1.109,1.344,1.583,932.950,7.982,45.900,2.164,6.988,26.852,11.054,8964.000,1.541,15352.000,103.830,122.970,69.712,67.498
05-07-2006,0.785,0.545,115.570,1.231,1.112,1.348,1.587,940.680,7.986,45.950,2.189,7.260,26.904,11.181,9020.000,1.588,15385.000,103.770,122.980,69.917,67.670
06-07-2006,0.783,0.544,115.260,1.229,1.113,1.341,1.582,934.920,7.986,45.940,2.179,7.112,26.867,11.023,9020.000,1.557,15326.000,103.770,127.000,69.831,67.233
07-07-2006,0.780,0.540,113.960,1.224,1.111,1.330,1.574,936.820,7.976,45.785,2.167,7.044,26.834,10.982,8965.000,1.548,15325.000,103.620,127.000,70.157,65.942
10-07-2006,0.785,0.543,114.300,1.230,1.123,1.338,1.575,933.440,7.979,46.000,2.168,7.075,26.901,10.981,8950.000,1.539,15353.000,103.770,122.740,73.740,67.534
11-07-2006,0.783,0.542,114.300,1.226,1.132,1.329,1.579,931.340,7.982,46.140,2.180,7.099,26.865,10.944,8945.000,1.540,15316.000,103.730,126.500,73.250,67.431
12-07-2006,0.787,0.545,115.310,1.233,1.133,1.328,1.583,936.350,7.986,46.020,2.186,7.155,26.912,11.038,9010.000,1.549,15355.000,103.730,122.880,72.731,67.322
13-07-2006,0.788,0.542,115.340,1.229,1.131,1.327,1.585,939.230,7.982,46.220,2.204,7.215,26.922,11.026,9005.000,1.579,15320.000,103.760,127.500,72.799,67.409
14-07-2006,0.791,0.545,116.080,1.236,1.129,1.325,1.588,912.900,7.985,46.327,2.207,7.173,26.987,10.980,9075.000,1.577,15363.000,103.750,122.900,72.830,67.002
17-07-2006,0.799,0.550,117.080,1.248,1.135,1.337,1.594,942.360,7.989,46.580,2.210,7.233,27.004,10.979,9355.700,1.577,15342.000,103.750,123.050,73.250,67.464
18-07-2006,0.800,0.548,117.330,1.253,1.135,1.339,1.594,948.570,7.989,46.560,2.194,7.123,27.045,10.906,9211.300,1.576,15370.000,103.770,122.950,73.250,67.488
19-07-2006,0.794,0.543,116.830,1.248,1.134,1.332,1.587,943.960,7.994,46.800,2.189,7.039,26.958,10.864,9140.300,1.549,15316.000,103.790,122.620,73.250,67.369
20-07-2006,0.792,0.541,116.960,1.243,1.133,1.332,1.587,938.490,7.983,46.760,2.181,6.968,26.906,10.855,9155.300,1.544,15323.000,103.800,122.670,73.250,67.397
21-07-2006,0.787,0.538,116.120,1.236,1.137,1.326,1.583,935.570,7.973,46.585,2.188,7.028,26.865,10.860,9114.900,1.543,15321.000,103.790,122.700,73.448,67.339
24-07-2006,0.792,0.541,116.750,1.247,1.142,1.327,1.586,941.650,7.978,46.848,2.187,6.996,26.930,10.874,9159.000,1.534,15319.000,103.810,122.630,73.618,67.345
25-07-2006,0.795,0.543,117.150,1.253,1.140,1.327,1.588,944.820,7.978,46.720,2.198,7.000,26.969,10.877,9159.700,1.528,15410.000,103.810,123.360,73.700,67.769
26-07-2006,0.787,0.539,116.350,1.241,1.136,1.314,1.581,932.930,7.975,46.680,2.203,6.953,26.935,10.938,9046.900,1.516,15406.000,103.830,123.350,73.700,67.769
27-07-2006,0.788,0.538,115.750,1.238,1.136,1.311,1.580,943.010,7.965,46.540,2.184,6.844,26.802,10.883,9059.400,1.485,15395.000,103.750,123.140,73.198,67.305
28-07-2006,0.784,0.536,114.740,1.232,1.131,1.304,1.578,939.600,7.961,46.465,2.176,6.863,26.810,10.847,9021.000,1.483,15400.000,103.730,123.200,73.100,67.334
31-07-2006,0.783,0.535,114.510,1.230,1.131,1.306,1.578,941.950,7.960,46.420,2.172,6.933,26.798,10.941,9074.200,1.489,15320.000,103.850,122.610,73.250,67.058
01-08-2006,0.780,0.533,114.560,1.227,1.131,1.307,1.578,938.250,7.965,46.440,2.185,6.932,26.750,11.023,9069.600,1.500,15326.000,103.810,122.730,73.250,67.125
02-08-2006,0.782,0.532,114.560,1.230,1.126,1.308,1.581,951.570,7.961,46.500,2.174,6.902,26.774,10.910,9104.200,1.489,15351.000,103.380,122.820,72.496,67.506
03-08-2006,0.781,0.530,115.040,1.231,1.125,1.314,1.578,952.060,7.965,46.428,2.179,6.850,26.760,10.951,9083.100,1.486,15319.000,103.810,127.800,72.550,67.296
04-08-2006,0.776,0.524,114.480,1.222,1.125,1.306,1.572,952.160,7.968,46.432,2.169,6.816,26.670,10.841,9062.700,1.460,15289.000,103.340,122.200,71.214,67.167
07-08-2006,0.780,0.525,115.110,1.227,1.118,1.310,1.573,955.240,7.959,46.500,2.176,6.786,26.740,10.877,9077.300,1.456,15405.000,103.800,123.170,72.274,67.608
08-08-2006,0.783,0.527,115.690,1.233,1.124,1.319,1.575,956.000,7.963,46.400,2.182,6.793,26.786,10.861,9121.000,1.462,15363.000,103.790,123.070,72.600,67.570
09-08-2006,0.777,0.525,115.360,1.225,1.120,1.306,1.573,949.700,7.967,46.400,2.163,6.720,26.685,10.829,9062.000,1.439,15382.000,103.760,122.980,72.606,67.577
10-08-2006,0.782,0.528,115.160,1.234,1.127,1.301,1.571,944.620,7.961,46.312,2.162,6.751,26.754,10.829,9087.400,1.451,15429.000,103.630,123.390,72.600,67.386
11-08-2006,0.786,0.529,116.280,1.245,1.124,1.304,1.577,953.040,7.968,46.425,2.157,6.804,26.825,10.767,9065.900,1.444,15397.000,103.610,123.150,72.502,67.275
14-08-2006,0.786,0.530,116.600,1.242,1.127,1.316,1.582,953.660,7.974,46.488,2.154,6.846,26.832,10.843,9079.100,1.458,15995.000,103.760,127.750,72.500,67.384
15-08-2006,0.782,0.528,115.940,1.237,1.122,1.307,1.578,917.630,7.992,46.440,2.143,6.846,26.765,10.756,9085.600,1.452,15336.000,103.860,122.720,72.450,67.311
16-08-2006,0.779,0.527,115.875,1.229,1.119,1.301,1.574,949.340,7.978,46.468,2.014,6.745,26.735,10.766,9095.500,1.435,15272.000,103.900,122.130,72.400,66.988
17-08-2006,0.779,0.530,115.900,1.232,1.123,1.313,1.574,950.240,7.969,46.293,2.127,6.805,26.739,10.786,9087.000,1.435,15383.000,103.820,127.500,72.400,67.329
18-08-2006,0.780,0.531,115.770,1.232,1.125,1.315,1.573,950.060,7.966,46.392,2.147,7.010,26.736,10.815,9047.700,1.456,15997.000,103.925,122.760,72.301,67.360
21-08-2006,0.777,0.529,115.970,1.226,1.118,1.312,1.572,945.070,7.958,46.389,2.134,7.023,26.699,10.778,9065.800,1.447,15996.000,103.830,122.750,72.415,67.359
22-08-2006,0.781,0.529,116.470,1.234,1.115,1.312,1.574,944.540,7.958,46.389,2.136,7.115,26.747,10.831,9051.200,1.462,16005.000,103.810,122.510,72.407,67.466
23-08-2006,0.782,0.529,116.390,1.236,1.112,1.312,1.573,948.100,7.960,46.392,2.133,7.140,26.777,10.913,9103.000,1.466,16008.000,103.570,127.500,72.304,67.567
24-08-2006,0.784,0.530,116.460,1.239,1.110,1.314,1.578,951.410,7.962,46.448,2.160,7.147,26.796,10.914,9176.400,1.478,16008.000,103.410,122.960,72.347,67.465
25-08-2006,0.784,0.530,117.260,1.240,1.110,1.319,1.581,950.960,7.966,46.448,2.160,7.159,26.801,10.945,9134.000,1.489,16008.000,103.160,123.430,72.419,67.315
28-08-2006,0.782,0.528,117.170,1.236,1.111,1.317,1.578,953.270,7.959,46.490,2.150,7.163,26.767,10.868,9123.100,1.486,16005.000,103.100,122.950,72.377,66.998
29-08-2006,0.779,0.526,116.705,1.229,1.108,1.309,1.573,916.670,7.952,46.394,2.145,7.075,26.736,10.848,9058.700,1.473,16004.000,102.775,123.290,72.330,67.610
30-08-2006,0.779,0.525,117.020,1.227,1.109,1.309,1.574,949.530,7.949,46.288,2.131,7.074,26.727,10.874,9089.500,1.472,16005.000,102.400,122.580,72.123,67.344
31-08-2006,0.781,0.525,117.360,1.231,1.104,1.310,1.573,950.150,7.945,46.476,2.134,7.193,26.752,10.906,9104.000,1.465,16005.000,102.030,122.680,72.170,67.332
01-09-2006,0.779,0.525,117.060,1.230,1.104,1.303,1.573,947.330,7.943,46.508,2.146,7.217,26.730,10.800,9085.200,1.459,15358.000,102.125,122.820,72.350,67.154
04-09-2006,0.778,0.525,116.170,1.229,1.107,1.297,1.568,945.940,7.931,46.252,2.127,7.154,26.709,10.840,9069.700,1.437,15346.000,102.065,122.770,72.390,67.282
05-09-2006,0.780,0.528,116.170,1.233,1.111,1.298,1.569,943.610,7.931,46.153,2.122,7.157,26.657,10.841,9097.600,1.443,16005.000,102.000,127.500,72.313,67.419
06-09-2006,0.780,0.530,116.560,1.234,1.106,1.303,1.570,946.010,7.934,46.049,2.145,7.299,26.676,10.971,9097.300,1.466,15369.000,102.070,127.500,72.327,67.201
07-09-2006,0.785,0.533,116.440,1.243,1.110,1.318,1.569,943.080,7.931,46.052,2.151,7.337,26.726,10.993,9093.100,1.469,15404.000,102.160,123.070,72.305,67.052
08-09-2006,0.789,0.536,116.950,1.247,1.119,1.326,1.573,944.950,7.938,46.152,2.157,7.358,26.799,10.975,9119.600,1.488,15388.000,102.375,123.120,72.427,66.612
11-09-2006,0.787,0.536,117.550,1.244,1.122,1.332,1.576,943.860,7.944,46.153,2.173,7.354,26.780,11.064,9104.100,1.478,15407.000,98.345,123.070,69.680,66.992
12-09-2006,0.788,0.533,117.820,1.250,1.120,1.330,1.578,949.320,7.938,46.184,2.167,7.320,26.795,10.994,9147.900,1.463,15396.000,102.000,122.960,72.330,67.224
13-09-2006,0.788,0.533,117.450,1.250,1.120,1.328,1.575,946.480,7.938,46.004,2.161,7.295,26.783,10.973,9141.000,1.465,15394.000,102.230,122.930,72.650,67.211
14-09-2006,0.786,0.530,117.570,1.253,1.118,1.326,1.578,946.270,7.936,45.914,2.152,7.400,26.765,10.962,9142.700,1.462,15358.000,102.100,122.720,72.898,64.057
15-09-2006,0.790,0.533,117.470,1.258,1.120,1.329,1.583,947.340,7.935,46.049,2.151,7.377,26.830,10.897,9112.100,1.459,15408.000,102.100,123.100,72.650,63.109
18-09-2006,0.787,0.532,117.890,1.250,1.117,1.324,1.587,941.260,7.937,46.048,2.138,7.294,26.763,10.897,9073.400,1.456,15412.000,102.300,123.170,72.595,63.454
19-09-2006,0.789,0.531,117.600,1.252,1.127,1.330,1.592,943.640,7.926,46.030,2.150,7.345,26.785,10.945,9142.200,1.462,15355.000,102.320,122.580,72.307,64.040
20-09-2006,0.788,0.530,117.460,1.251,1.128,1.329,1.587,937.300,7.917,46.031,2.170,7.395,26.775,10.949,9150.700,1.465,15353.000,98.147,122.570,72.361,64.127
21-09-2006,0.782,0.526,116.360,1.243,1.119,1.321,1.580,927.860,7.914,45.789,2.183,7.603,26.690,11.056,9117.200,1.491,15338.000,102.270,122.520,72.406,64.066
22-09-2006,0.781,0.526,116.700,1.235,1.116,1.330,1.584,933.340,7.907,45.821,2.210,7.555,26.655,11.021,9150.600,1.509,15415.000,102.415,123.130,72.600,62.620
25-09-2006,0.785,0.526,116.475,1.238,1.117,1.327,1.585,936.810,7.911,45.793,2.228,7.635,26.725,11.051,9233.500,1.523,15400.000,102.340,122.880,72.220,64.684
26-09-2006,0.788,0.528,117.140,1.244,1.113,1.331,1.589,901.350,7.901,45.891,2.200,7.638,26.785,10.996,9214.500,1.505,15392.000,98.257,122.760,69.495,64.753
27-09-2006,0.787,0.529,117.440,1.244,1.112,1.331,1.588,929.640,7.895,45.831,2.182,7.620,26.762,11.018,9196.800,1.489,15380.000,99.036,122.750,72.186,64.717
28-09-2006,0.787,0.533,117.730,1.247,1.110,1.336,1.587,934.900,7.886,45.828,2.172,7.664,26.765,10.992,9207.200,1.500,15411.000,103.040,122.920,72.207,65.010
29-09-2006,0.790,0.534,117.960,1.253,1.117,1.340,1.585,936.380,7.897,45.715,2.163,7.694,26.791,10.932,9209.700,1.508,15393.000,103.840,122.890,72.340,62.967
02-10-2006,0.785,0.530,117.660,1.243,1.116,1.336,1.584,931.440,7.897,45.714,2.153,7.718,26.718,10.922,9183.300,1.497,15359.000,103.700,122.730,72.149,64.742
03-10-2006,0.785,0.530,118.050,1.245,1.122,1.346,1.583,900.580,7.897,45.716,2.153,7.868,26.761,11.033,9164.400,1.497,15295.000,103.870,122.200,72.280,64.780
04-10-2006,0.787,0.530,117.820,1.249,1.126,1.341,1.583,938.560,7.897,45.632,2.163,7.858,26.778,11.006,9196.800,1.497,15387.000,103.760,127.500,72.157,65.239
05-10-2006,0.788,0.532,117.850,1.252,1.126,1.341,1.584,938.750,7.897,45.594,2.162,7.800,26.796,11.003,9193.000,1.490,15417.000,103.740,123.020,72.039,64.756
06-10-2006,0.793,0.534,119.010,1.260,1.125,1.344,1.589,937.470,7.897,45.488,2.163,7.815,26.888,11.010,9261.200,1.488,15484.000,104.010,123.510,71.869,63.334
09-10-2006,0.794,0.535,118.990,1.261,1.123,1.344,1.591,951.550,7.892,45.629,2.153,7.800,26.883,11.067,9262.300,1.495,15390.000,104.170,122.850,71.932,65.013
10-10-2006,0.798,0.539,119.670,1.272,1.133,1.345,1.590,951.480,7.895,45.670,2.143,7.721,26.952,11.013,9314.000,1.484,15455.000,104.650,123.290,71.951,64.794
11-10-2006,0.798,0.539,119.740,1.272,1.137,1.347,1.589,948.730,7.906,45.552,2.147,7.705,26.963,10.986,9227.800,1.482,15419.000,104.920,122.960,71.906,63.885
12-10-2006,0.796,0.538,119.380,1.268,1.134,1.331,1.583,943.700,7.904,45.514,2.148,7.530,26.931,10.891,9197.000,1.464,15348.000,105.170,122.270,72.200,63.610
13-10-2006,0.800,0.539,119.600,1.273,1.140,1.332,1.586,948.010,7.892,45.245,2.138,7.475,26.975,10.826,9202.500,1.466,15436.000,105.000,122.770,71.879,63.663
16-10-2006,0.797,0.537,118.960,1.270,1.136,1.327,1.584,943.050,7.900,45.354,2.129,7.495,26.935,10.822,9175.000,1.465,15394.000,106.370,127.500,71.702,64.528
17-10-2006,0.797,0.534,118.590,1.268,1.140,1.327,1.577,941.870,7.898,45.133,2.132,7.604,26.929,10.820,9155.600,1.474,15372.000,102.550,122.530,71.499,64.512
18-10-2006,0.798,0.535,118.920,1.270,1.135,1.325,1.576,943.650,7.898,45.211,2.124,7.589,26.939,10.830,9121.400,1.461,15403.000,106.750,122.690,71.520,65.094
19-10-2006,0.792,0.533,118.280,1.257,1.128,1.318,1.573,939.450,7.898,45.206,2.128,7.497,26.850,10.749,9112.500,1.451,15399.000,105.725,122.660,71.520,65.079
20-10-2006,0.793,0.531,118.720,1.259,1.125,1.319,1.573,947.280,7.895,45.234,2.135,7.517,26.862,10.772,9109.600,1.454,15397.000,104.450,122.820,71.520,65.007
23-10-2006,0.797,0.534,119.300,1.267,1.128,1.321,1.575,952.110,7.889,45.329,2.134,7.680,26.916,10.840,9156.100,1.460,15401.000,104.780,122.690,71.630,64.456
24-10-2006,0.796,0.534,119.340,1.267,1.127,1.317,1.575,945.420,7.893,45.153,2.141,7.705,26.903,10.810,9157.100,1.460,15407.000,106.270,122.730,71.604,64.474
25-10-2006,0.793,0.532,118.940,1.264,1.124,1.313,1.571,939.750,7.892,45.290,2.144,7.554,26.853,10.734,9148.600,1.454,15377.000,106.080,127.850,71.551,64.341
26-10-2006,0.788,0.529,118.380,1.254,1.123,1.308,1.566,932.830,7.885,45.170,2.132,7.483,26.768,10.716,9147.700,1.436,15373.000,106.100,122.470,71.535,64.301
27-10-2006,0.785,0.527,117.580,1.249,1.120,1.300,1.559,932.540,7.880,45.005,2.132,7.408,26.724,10.658,9092.300,1.437,15365.000,106.100,122.410,71.500,64.263
30-10-2006,0.786,0.526,117.610,1.249,1.125,1.300,1.562,934.030,7.867,44.829,2.139,7.506,26.753,10.783,9099.100,1.450,15424.000,107.350,122.900,71.750,64.521
31-10-2006,0.783,0.524,116.790,1.244,1.122,1.290,1.556,925.150,7.869,44.835,2.133,7.362,26.705,10.745,9083.100,1.450,15402.000,107.350,122.670,71.396,65.171
01-11-2006,0.784,0.524,117.220,1.245,1.132,1.292,1.562,927.750,7.862,44.712,2.137,7.380,26.720,10.801,9090.900,1.448,15403.000,107.700,122.750,71.400,65.623
02-11-2006,0.782,0.524,117.100,1.245,1.133,1.291,1.560,925.230,7.864,44.819,2.140,7.410,26.690,10.855,9093.400,1.464,15426.000,107.090,122.740,71.407,65.638
03-11-2006,0.787,0.526,117.980,1.253,1.131,1.298,1.560,927.030,7.861,44.801,2.141,7.360,26.752,10.755,9103.400,1.444,15498.000,106.040,123.160,70.608,65.570
06-11-2006,0.786,0.527,118.170,1.255,1.130,1.297,1.564,929.320,7.868,44.811,2.132,7.351,26.747,10.794,9111.100,1.439,15398.000,106.310,122.500,71.457,65.196
07-11-2006,0.783,0.525,117.590,1.249,1.130,1.294,1.561,926.500,7.865,44.756,2.132,7.303,26.688,10.810,9109.200,1.439,15392.000,106.800,122.390,71.296,65.163
08-11-2006,0.784,0.525,117.830,1.251,1.129,1.297,1.562,924.560,7.858,44.614,2.141,7.313,26.700,10.818,9103.700,1.446,15452.000,106.800,123.160,71.000,67.263
09-11-2006,0.779,0.524,117.790,1.242,1.128,1.300,1.558,921.620,7.857,44.454,2.138,7.213,26.636,10.917,9106.700,1.438,15474.000,106.800,123.190,70.549,67.280
10-11-2006,0.778,0.523,117.520,1.239,1.129,1.302,1.555,923.510,7.855,44.611,2.146,7.230,26.627,10.868,9111.400,1.441,15457.000,103.470,123.150,67.747,67.654
13-11-2006,0.780,0.525,117.630,1.243,1.137,1.309,1.556,926.840,7.854,44.802,2.161,7.249,26.651,10.863,9105.800,1.445,15456.000,107.230,123.080,70.389,67.812
14-11-2006,0.780,0.527,117.630,1.244,1.138,1.305,1.557,926.280,7.857,45.090,2.152,7.230,26.661,10.841,9120.000,1.444,15445.000,107.350,122.920,70.557,66.637
15-11-2006,0.780,0.529,117.880,1.246,1.139,1.307,1.559,929.160,7.859,45.193,2.146,7.182,26.645,10.825,9170.800,1.441,15443.000,107.350,122.900,70.596,66.626
16-11-2006,0.782,0.530,118.220,1.248,1.142,1.305,1.558,927.980,7.862,44.770,2.148,7.243,26.678,10.900,9193.800,1.434,15450.000,104.040,122.910,70.596,66.957
17-11-2006,0.778,0.527,117.540,1.242,1.146,1.300,1.558,922.010,7.862,44.773,2.160,7.260,26.647,10.919,9145.400,1.447,15461.000,108.200,122.980,70.512,66.996
20-11-2006,0.780,0.527,118.040,1.244,1.146,1.299,1.557,925.910,7.864,44.935,2.156,7.241,26.658,10.972,9149.400,1.443,15453.000,108.430,125.490,67.877,67.738
21-11-2006,0.778,0.526,117.860,1.241,1.146,1.297,1.559,922.060,7.860,44.898,2.161,7.215,26.636,10.942,9129.100,1.463,15418.000,106.930,123.030,70.600,68.520
22-11-2006,0.773,0.522,116.760,1.227,1.142,1.291,1.554,916.950,7.854,44.574,2.160,7.144,26.552,10.955,9123.900,1.466,15382.000,106.770,122.750,70.570,68.526
23-11-2006,0.772,0.522,116.280,1.224,1.142,1.290,1.550,917.690,7.853,44.632,2.163,7.194,26.537,10.963,9114.400,1.472,15446.000,106.770,122.610,70.529,67.633
24-11-2006,0.764,0.518,115.890,1.209,1.134,1.284,1.549,920.040,7.845,44.530,2.163,7.153,26.399,10.974,9134.700,1.461,15443.000,107.080,122.950,70.551,67.688
27-11-2006,0.761,0.516,116.110,1.206,1.133,1.285,1.551,919.160,7.833,44.591,2.177,7.119,26.361,11.086,9126.700,1.465,15411.000,107.070,122.750,69.721,67.423
28-11-2006,0.757,0.512,116.050,1.202,1.130,1.276,1.549,916.120,7.835,44.599,2.182,7.113,26.291,11.023,9163.100,1.466,15400.000,107.500,122.670,69.750,67.105
29-11-2006,0.761,0.514,116.430,1.210,1.139,1.277,1.545,922.830,7.827,44.614,2.174,7.128,26.346,11.000,9162.800,1.457,15438.000,107.650,122.940,69.350,66.451
30-11-2006,0.755,0.509,115.680,1.198,1.142,1.268,1.539,919.810,7.823,44.551,2.166,7.121,26.250,10.962,9155.400,1.447,15365.000,107.840,122.500,69.549,66.941
01-12-2006,0.750,0.505,115.230,1.193,1.145,1.263,1.541,915.970,7.821,44.435,2.158,7.194,26.169,10.937,9149.200,1.444,15354.000,107.970,122.400,69.600,66.843
04-12-2006,0.750,0.505,115.370,1.193,1.141,1.268,1.541,914.590,7.818,44.537,2.164,7.137,26.169,10.926,9130.500,1.442,15399.000,103.790,122.760,69.326,68.414
05-12-2006,0.751,0.507,114.950,1.192,1.142,1.271,1.540,914.500,7.814,44.494,2.152,7.072,26.190,10.857,9094.300,1.439,15436.000,107.440,123.120,69.224,68.535
06-12-2006,0.753,0.509,115.320,1.196,1.147,1.275,1.541,907.620,7.813,44.615,2.145,7.064,26.217,10.827,9100.100,1.436,15430.000,107.440,123.030,69.310,67.292
07-12-2006,0.753,0.509,115.140,1.195,1.150,1.268,1.539,903.540,7.822,44.574,2.138,7.047,26.224,10.881,9103.200,1.424,15422.000,107.400,123.100,69.287,67.356
