Date,USD/EUR,USD/GBP,USD/JPY,USD/CHF,USD/CAD,USD/AUD,USD/SGD,USD/KRW,USD/CNY,USD/INR,USD/BRL,USD/ZAR,USD/RUB,USD/MXN,USD/IDR,USD/TRY,USD/VND,USD/LKR,USD/NGN ,USD/KES,USD/BDT
13-07-2010,0.786,0.659,88.793,1.055,1.031,1.132,1.375,1211.900,6.762,46.410,1.756,7.504,30.588,12.673,8977.900,1.542,19055.000,113.035,150.200,77.973,68.154
14-07-2010,0.785,0.655,88.270,1.052,1.033,1.134,1.374,1176.500,6.763,46.600,1.766,7.521,30.545,12.704,9018.800,1.538,18715.000,112.950,147.740,81.500,67.984
15-07-2010,0.773,0.648,87.340,1.042,1.038,1.132,1.373,1198.200,6.766,46.450,1.770,7.539,30.360,12.763,9037.400,1.531,19050.000,112.750,150.400,77.654,67.995
16-07-2010,0.773,0.653,86.560,1.050,1.057,1.150,1.375,1201.600,6.765,46.700,1.783,7.577,30.508,12.912,9034.000,1.539,18757.000,112.675,150.100,77.561,68.036
17-07-2010,,,86.650,1.051,1.057,1.149,,,,46.703,,7.601,,,8952.000,,,,,,
18-07-2010,,,86.527,1.049,1.057,1.155,,,,46.703,,7.600,,,8952.000,,,,,,
19-07-2010,0.773,0.657,86.760,1.055,1.055,1.152,1.377,1215.400,6.769,46.090,1.786,7.627,30.515,12.891,9079.500,1.537,19075.000,112.675,150.500,77.781,68.007
20-07-2010,0.776,0.654,87.242,1.052,1.044,1.133,1.373,1207.900,6.769,47.250,1.774,7.550,30.489,12.752,9037.700,1.528,19135.000,112.775,150.000,77.944,67.993
21-07-2010,0.783,0.659,86.861,1.050,1.048,1.141,1.379,1207.800,6.769,47.070,1.771,7.538,30.492,12.852,9090.600,1.531,18782.000,112.700,150.250,77.734,68.006
22-07-2010,0.775,0.655,87.124,1.042,1.036,1.118,1.371,1202.800,6.768,47.040,1.760,7.433,30.348,12.751,8995.500,1.517,18788.000,112.700,150.850,77.686,68.038
23-07-2010,0.774,0.648,87.520,1.053,1.036,1.116,1.370,1193.400,6.770,46.890,1.761,7.422,30.335,12.732,8977.500,1.520,19075.000,112.590,150.000,77.461,68.155
24-07-2010,,,87.490,1.054,1.035,1.118,,,,46.918,,7.433,,,8949.000,,,,,,
25-07-2010,,,87.539,1.054,1.037,1.118,,,,,,7.417,,,8993.900,,,,,,
26-07-2010,0.769,0.646,86.998,1.049,1.032,1.109,1.360,1188.700,6.770,47.043,1.766,7.330,30.265,12.672,8917.100,1.512,19075.000,112.775,150.200,77.277,68.030
27-07-2010,0.770,0.642,87.816,1.061,1.035,1.110,1.362,1181.000,6.768,46.648,1.761,7.326,30.172,12.673,8921.900,1.509,18782.000,112.725,150.300,76.696,68.124
28-07-2010,0.770,0.641,87.452,1.057,1.038,1.120,1.367,1185.400,6.768,46.690,1.762,7.331,30.232,12.705,9025.000,1.511,19050.000,112.475,150.200,76.618,68.111
29-07-2010,0.765,0.641,86.683,1.040,1.035,1.109,1.363,1184.300,6.767,46.460,1.765,7.321,30.175,12.715,8970.600,1.510,19055.000,112.500,150.100,80.550,68.070
30-07-2010,0.767,0.637,86.440,1.041,1.029,1.106,1.359,1184.100,6.765,46.360,1.759,7.288,30.275,12.633,8923.600,1.505,19070.000,112.725,150.100,80.050,68.149
31-07-2010,,,86.400,1.042,1.028,1.105,,,,,,,,,8923.200,,,,,,
01-08-2010,,,86.400,1.040,1.030,1.105,,,,46.368,,7.279,,,8852.000,,,,,,
02-08-2010,0.759,0.629,86.598,1.039,1.023,1.096,1.349,1172.200,6.764,46.088,1.743,7.294,29.970,12.568,8831.800,1.493,18769.000,112.410,149.800,76.350,68.051
03-08-2010,0.756,0.627,85.780,1.039,1.024,1.095,1.349,1171.700,6.764,46.128,1.754,7.257,29.717,12.584,8798.300,1.491,19050.000,112.265,150.100,76.409,68.040
04-08-2010,0.760,0.629,86.290,1.053,1.018,1.091,1.352,1167.300,6.763,46.000,1.753,7.262,29.814,12.514,8943.000,1.497,19005.000,112.275,147.890,79.750,68.072
05-08-2010,0.759,0.629,85.810,1.046,1.017,1.093,1.353,1163.800,6.762,46.056,1.754,7.243,29.838,12.551,8927.400,1.500,18795.000,112.275,149.750,75.759,68.060
06-08-2010,0.753,0.627,85.480,1.038,1.027,1.089,1.346,1160.200,6.758,45.960,1.759,7.211,29.775,12.685,8865.000,1.487,19030.000,112.275,149.750,79.200,68.160
07-08-2010,,,85.390,1.037,1.028,1.091,,,,45.958,,7.213,,,8838.000,,,,,,
08-08-2010,,,85.350,1.038,1.028,1.089,,,,,,7.214,,,8863.500,,,,,,
09-08-2010,0.756,0.629,85.900,1.048,1.027,1.092,1.348,1160.500,6.756,46.078,1.751,7.186,29.898,12.613,8936.300,1.490,19050.000,112.225,150.350,75.585,68.145
10-08-2010,0.758,0.631,85.360,1.048,1.030,1.095,1.353,1159.600,6.763,46.310,1.760,7.198,30.013,12.596,8881.300,1.497,19045.000,112.250,150.000,79.500,68.057
11-08-2010,0.779,0.640,85.132,1.060,1.048,1.118,1.366,1186.500,6.764,46.590,1.769,7.307,30.366,12.770,9006.400,1.523,19050.000,112.235,150.000,79.500,68.051
12-08-2010,0.779,0.642,86.062,1.050,1.042,1.114,1.361,1188.300,6.775,46.710,1.766,7.284,30.557,12.729,9025.800,1.518,19045.000,112.250,150.350,76.479,67.995
13-08-2010,0.784,0.641,86.280,1.052,1.041,1.120,1.363,1183.900,6.786,46.600,1.771,7.299,30.520,12.729,8967.900,1.516,19050.000,112.275,150.000,76.444,68.108
14-08-2010,,,86.260,1.053,1.041,1.119,,,,,,,,,8960.500,,,,,,
15-08-2010,,,86.130,1.050,1.041,1.119,,,,46.628,,7.308,,,8870.000,,,,,,
16-08-2010,0.780,0.639,85.309,1.040,1.043,1.116,1.362,1188.200,6.794,46.683,1.755,7.266,30.463,12.654,8923.700,1.508,18774.000,112.375,150.300,76.507,68.036
17-08-2010,0.776,0.642,85.590,1.044,1.033,1.105,1.354,1175.900,6.782,46.608,1.748,7.258,30.390,12.593,8878.400,1.496,18793.000,112.325,150.500,76.489,68.145
18-08-2010,0.778,0.641,85.420,1.042,1.028,1.113,1.352,1175.000,6.780,46.538,1.749,7.264,30.419,12.629,8897.400,1.498,19147.000,112.375,150.500,76.570,68.119
19-08-2010,0.781,0.642,85.348,1.033,1.040,1.122,1.355,1174.600,6.780,46.358,1.761,7.293,30.414,12.705,8928.600,1.508,19182.000,112.220,150.450,77.035,68.098
20-08-2010,0.787,0.644,85.640,1.035,1.049,1.121,1.356,1180.800,6.781,46.608,1.759,7.306,30.636,12.755,8998.300,1.514,19154.000,112.225,150.440,77.192,67.719
21-08-2010,,,85.590,1.035,1.047,1.118,,,,46.608,,7.334,,,8873.000,,,,,,
22-08-2010,,,85.569,1.035,1.049,1.126,,,,46.608,,7.312,,,8873.000,,,,,,
23-08-2010,0.791,0.646,85.144,1.041,1.053,1.124,1.357,1183.600,6.790,46.563,1.761,7.361,30.671,12.921,8867.000,1.528,19152.000,112.375,150.050,77.263,68.187
24-08-2010,0.791,0.649,84.210,1.032,1.060,1.132,1.362,1195.300,6.787,46.858,1.761,7.361,30.780,12.934,8977.450,1.532,19167.000,112.375,150.720,77.407,68.138
25-08-2010,0.790,0.646,84.663,1.029,1.060,1.130,1.358,1194.900,6.790,46.873,1.765,7.315,30.947,12.984,8878.000,1.525,19177.000,112.505,150.800,77.015,68.181
26-08-2010,0.787,0.644,84.340,1.024,1.058,1.130,1.355,1190.800,6.790,46.788,1.756,7.301,30.671,13.071,8987.450,1.521,19141.000,112.440,149.980,76.818,68.280
27-08-2010,0.785,0.645,85.330,1.030,1.052,1.112,1.352,1197.600,6.788,46.803,1.746,7.296,30.681,13.032,9014.950,1.515,19161.000,112.575,151.250,76.925,68.244
28-08-2010,,,85.344,1.029,1.052,1.112,,,,46.803,,7.303,,,8915.000,,,,,,
29-08-2010,,,85.520,1.029,1.049,1.108,,,,46.803,,7.295,,,8915.000,,,,,,
30-08-2010,0.790,0.647,84.530,1.025,1.060,1.122,1.355,1193.400,6.793,46.873,1.755,7.334,30.652,13.151,8918.000,1.523,19194.000,112.615,151.650,76.998,68.157
31-08-2010,0.788,0.651,84.150,1.015,1.064,1.120,1.355,1199.600,6.799,47.028,1.750,7.370,30.758,13.208,9014.200,1.525,19180.000,112.675,151.400,77.140,68.008
01-09-2010,0.781,0.647,84.396,1.015,1.051,1.099,1.347,1184.900,6.801,46.650,1.740,7.282,30.690,13.057,9006.800,1.514,19450.000,112.675,151.000,76.684,68.121
02-09-2010,0.780,0.650,84.250,1.013,1.053,1.099,1.346,1178.500,6.796,46.600,1.740,7.227,30.676,13.034,8990.400,1.509,19165.000,112.500,151.000,80.350,68.120
03-09-2010,0.775,0.647,84.410,1.017,1.039,1.091,1.343,1171.700,6.793,46.460,1.726,7.167,30.602,12.935,8980.900,1.498,19455.000,112.625,150.250,76.817,68.298
04-09-2010,,,84.450,1.018,1.039,1.092,,,,46.578,,7.179,,,8904.000,,,,,,
05-09-2010,,,84.420,1.016,1.039,1.092,,,,,,7.167,,,8982.200,,,,,,
06-09-2010,0.777,0.650,84.131,1.010,1.036,1.091,1.345,1172.800,6.777,46.513,1.725,7.220,30.607,12.938,8998.300,1.501,19183.000,112.375,151.000,77.060,68.040
07-09-2010,0.789,0.652,83.729,1.011,1.048,1.098,1.349,1181.000,6.781,46.660,1.730,7.251,30.834,13.058,9031.700,1.514,19450.000,112.525,151.000,77.019,68.132
08-09-2010,0.785,0.646,83.960,1.011,1.037,1.089,1.344,1170.700,6.787,46.518,1.719,7.225,30.798,13.037,9004.500,1.514,19159.000,112.625,151.400,77.314,68.003
09-09-2010,0.788,0.648,83.920,1.015,1.033,1.083,1.342,1167.300,6.773,46.303,1.723,7.203,30.818,13.003,9030.000,1.509,19176.000,112.335,149.400,77.195,68.171
10-09-2010,0.787,0.651,84.180,1.020,1.035,1.079,1.340,1166.700,6.761,46.250,1.716,7.174,30.861,12.921,9021.200,1.506,19175.000,112.335,149.080,77.042,67.758
11-09-2010,,,84.120,1.018,1.037,1.080,,,,46.283,,7.183,,,8900.000,,,,,,
12-09-2010,,,84.302,1.020,1.032,1.076,,,,,,7.162,,,9014.800,,,,,,
13-09-2010,0.777,0.648,83.680,1.008,1.028,1.071,1.337,1160.600,6.750,46.230,1.717,7.111,30.641,12.858,8997.800,1.494,19455.000,112.335,151.700,76.950,68.188
14-09-2010,0.770,0.644,83.060,0.996,1.027,1.064,1.333,1161.100,6.736,46.140,1.702,7.077,30.592,12.835,8987.300,1.490,19475.000,112.335,151.500,77.260,68.201
15-09-2010,0.768,0.640,85.692,1.002,1.025,1.065,1.337,1157.900,6.730,46.200,1.721,7.093,30.921,12.788,8975.600,1.488,19475.000,112.425,151.250,76.785,68.159
16-09-2010,0.764,0.640,85.840,1.015,1.026,1.068,1.338,1161.700,6.715,46.100,1.718,7.136,31.289,12.781,8930.000,1.494,19450.000,112.255,151.900,76.677,68.252
17-09-2010,0.767,0.640,85.800,1.010,1.031,1.068,1.336,1160.600,6.717,45.830,1.713,7.136,30.957,12.779,8975.800,1.492,19455.000,112.375,151.900,76.711,68.312
18-09-2010,,,85.830,1.009,1.033,1.066,,,,45.878,,7.129,,,8882.000,,,,,,
19-09-2010,,,85.690,1.009,1.032,1.067,,,,45.878,,7.136,,,8882.000,,,,,,
20-09-2010,0.765,0.643,85.710,1.005,1.030,1.057,1.334,1161.900,6.704,45.620,1.727,7.118,31.043,12.777,8982.200,1.488,19450.000,112.285,152.000,80.500,68.251
21-09-2010,0.754,0.640,85.080,0.997,1.026,1.049,1.329,1148.400,6.697,45.580,1.725,7.048,31.034,12.707,8874.400,1.486,19455.000,112.295,153.100,77.204,68.345
22-09-2010,0.747,0.639,84.490,0.986,1.031,1.049,1.326,1158.600,6.694,45.558,1.674,7.029,30.968,12.627,8918.400,1.483,19163.000,109.590,150.510,79.725,68.290
23-09-2010,0.751,0.638,84.510,0.985,1.034,1.053,1.329,1152.900,6.694,45.450,1.718,7.053,31.000,12.643,8967.300,1.485,19169.000,112.340,153.650,77.501,68.052
24-09-2010,0.741,0.632,84.260,0.985,1.025,1.042,1.322,1153.000,6.694,45.090,1.713,7.011,30.733,12.551,8851.000,1.474,19192.000,112.125,153.200,77.152,68.191
25-09-2010,,,84.190,0.985,1.024,1.042,,,,,,,,,8850.300,,,,,,
26-09-2010,,,84.300,0.985,1.024,1.041,,,,45.240,,6.998,,,8853.000,,,,,,
27-09-2010,0.744,0.632,84.280,0.986,1.030,1.042,1.321,1148.400,6.682,44.930,1.709,7.009,30.508,12.571,8969.500,1.469,19179.000,111.685,155.000,80.500,68.078
28-09-2010,0.737,0.633,83.898,0.976,1.030,1.034,1.317,1145.600,6.681,45.050,1.709,6.933,30.433,12.486,8950.600,1.463,19475.000,111.685,154.250,77.121,68.060
29-09-2010,0.734,0.633,83.770,0.977,1.032,1.032,1.318,1139.200,6.678,44.690,1.704,6.954,30.397,12.535,8931.800,1.451,19470.000,111.675,154.250,77.094,68.082
30-09-2010,0.734,0.636,83.570,0.984,1.031,1.037,1.315,1137.200,6.683,44.563,1.696,6.953,30.544,12.594,8935.700,1.446,19172.000,111.635,154.200,77.150,68.174
01-10-2010,0.726,0.632,83.300,0.975,1.020,1.028,1.312,1128.500,6.680,44.350,1.680,6.928,30.439,12.533,8920.700,1.442,19475.000,111.725,154.500,80.600,67.972
02-10-2010,,,83.200,0.975,1.020,1.027,,,,,,,,,8911.300,,,,,,
03-10-2010,,,83.343,0.976,1.020,1.029,,,,44.413,,6.920,,,8823.000,,,,,,
04-10-2010,0.731,0.632,83.503,0.972,1.023,1.034,1.314,1123.000,6.680,44.450,1.698,6.985,30.448,12.615,8933.000,1.455,19470.000,111.635,154.150,80.650,69.197
05-10-2010,0.723,0.629,83.218,0.966,1.016,1.029,1.309,1129.300,6.680,44.400,1.669,6.888,30.002,12.470,8829.100,1.427,19475.000,111.515,152.150,77.062,68.919
06-10-2010,0.718,0.630,82.980,0.962,1.011,1.024,1.309,1117.600,6.682,44.190,1.684,6.851,29.822,12.468,8872.800,1.416,19460.000,111.675,151.250,80.000,69.267
07-10-2010,0.718,0.630,82.380,0.966,1.018,1.018,1.307,1115.300,6.680,44.200,1.678,6.879,29.751,12.555,8912.800,1.425,19465.000,111.655,151.280,76.898,68.641
08-10-2010,0.718,0.627,82.070,0.964,1.011,1.014,1.306,1120.200,6.662,44.090,1.674,6.822,29.824,12.407,8917.900,1.412,19460.000,111.540,150.750,80.100,68.557
09-10-2010,,,81.910,0.964,1.010,1.014,,,,44.408,,6.843,,,8833.000,,,,,,
10-10-2010,,,81.810,0.961,1.010,1.011,,,,,,6.833,,,8887.000,,,,,,
11-10-2010,0.720,0.629,82.076,0.964,1.013,1.016,1.308,1100.100,6.659,44.360,1.661,6.856,29.886,12.452,8995.300,1.415,19265.000,111.610,151.120,76.898,69.229
12-10-2010,0.718,0.632,81.780,0.957,1.010,1.014,1.305,1124.200,6.665,44.500,1.670,6.835,30.078,12.407,8910.300,1.410,19465.000,111.535,152.050,80.500,68.819
13-10-2010,0.716,0.629,81.796,0.958,1.003,1.009,1.303,1118.100,6.656,44.340,1.653,6.811,30.092,12.377,8878.700,1.405,19465.000,111.635,152.100,79.000,68.850
14-10-2010,0.711,0.625,81.473,0.953,1.004,1.007,1.296,1109.700,6.643,44.068,1.661,6.775,30.021,12.402,8904.200,1.407,19215.000,111.560,152.000,77.004,68.851
15-10-2010,0.716,0.626,81.410,0.958,1.012,1.011,1.296,1110.600,6.631,44.040,1.653,6.818,30.290,12.431,8942.900,1.411,19470.000,111.660,152.250,80.250,68.947
16-10-2010,,,81.450,0.958,1.010,1.012,,,,44.158,,6.812,,,8823.000,,,,,,
17-10-2010,,,81.380,0.958,1.013,1.011,,,,44.158,,6.804,,,8823.000,,,,,,
18-10-2010,0.717,0.629,81.210,0.959,1.017,1.011,1.300,1119.500,6.634,44.170,1.672,6.864,30.362,12.403,8946.700,1.412,19114.000,108.780,146.990,79.278,68.491
19-10-2010,0.728,0.637,81.547,0.971,1.032,1.030,1.314,1134.200,6.635,44.330,1.690,6.955,30.649,12.525,8968.100,1.437,19460.000,111.700,152.000,80.700,68.846
20-10-2010,0.716,0.631,81.037,0.962,1.022,1.014,1.302,1123.400,6.641,44.200,1.675,6.928,30.656,12.387,8817.900,1.421,18465.000,111.605,152.380,80.700,68.950
21-10-2010,0.719,0.636,81.315,0.968,1.026,1.022,1.302,1132.600,6.639,44.200,1.694,6.970,30.551,12.374,8849.500,1.426,19470.000,111.675,151.950,80.600,69.136
22-10-2010,0.718,0.638,81.360,0.980,1.027,1.019,1.297,1123.400,6.649,44.410,1.706,6.924,30.322,12.345,8918.600,1.423,19465.000,111.575,151.250,80.500,69.249
23-10-2010,,,81.390,0.979,1.026,1.017,,,,,,,,,8897.500,,,,,,
24-10-2010,,,81.303,0.977,1.027,1.017,,,,44.528,,6.929,,,8837.000,,,,,,
25-10-2010,0.717,0.636,80.790,0.972,1.019,1.010,1.294,1117.900,6.648,44.250,1.700,6.914,30.268,12.352,8927.000,1.416,19460.000,111.600,151.000,80.400,65.406
26-10-2010,0.722,0.631,81.338,0.984,1.024,1.014,1.298,1123.100,6.652,44.400,1.702,6.934,30.423,12.404,8914.700,1.425,19465.000,111.600,151.050,80.500,69.540
27-10-2010,0.726,0.634,81.660,0.990,1.028,1.028,1.304,1132.400,6.669,44.420,1.719,7.058,30.660,12.452,8924.600,1.441,19455.000,111.465,150.250,80.700,69.276
28-10-2010,0.718,0.627,81.010,0.983,1.020,1.022,1.296,1122.700,6.677,44.300,1.714,7.003,30.621,12.363,8827.600,1.429,19211.000,111.575,149.050,80.600,69.443
29-10-2010,0.718,0.624,80.430,0.984,1.017,1.020,1.294,1121.000,6.661,44.330,1.698,6.993,30.838,12.342,8932.000,1.432,19450.000,111.600,150.750,80.400,69.559
30-10-2010,,,,0.982,1.018,1.015,,,,,,,,,889.800,,,,,,
31-10-2010,,,80.340,0.982,1.018,1.014,,,,44.448,,6.969,,,8827.000,,,,,,
01-11-2010,0.719,0.623,80.570,0.992,1.013,1.012,1.291,1114.100,6.683,44.340,1.704,6.970,30.803,12.329,8907.900,1.425,19440.000,111.575,150.000,77.259,69.358
02-11-2010,0.712,0.624,80.660,0.979,1.009,1.001,1.287,1110.800,6.669,44.200,1.701,6.888,30.749,12.287,8826.500,1.409,19445.000,111.625,150.000,80.250,69.234
03-11-2010,0.708,0.621,81.047,0.972,1.009,0.996,1.285,1101.600,6.665,44.250,1.689,6.860,30.795,12.246,8771.700,1.402,19209.000,111.615,150.000,80.400,69.164
04-11-2010,0.703,0.614,80.780,0.958,1.003,0.985,1.283,1104.900,6.652,44.013,1.675,6.786,30.451,12.232,8909.950,1.393,19182.000,111.385,150.300,76.588,69.050
05-11-2010,0.713,0.618,81.260,0.961,1.000,0.984,1.285,1108.600,6.646,43.900,1.679,6.763,30.494,12.198,8900.000,1.395,19465.000,111.335,148.640,79.900,69.314
06-11-2010,,,81.255,0.961,1.000,0.984,,,,,,6.768,,,,,,,,,
07-11-2010,,,81.150,0.961,1.000,0.984,,,,,,6.764,,,,,,,,,
08-11-2010,0.721,0.621,81.090,0.968,1.004,0.990,1.288,1119.400,6.671,44.300,1.696,6.829,30.809,12.229,8904.450,1.410,19470.000,111.430,150.500,76.931,68.967
09-11-2010,0.726,0.625,81.572,0.968,1.007,0.995,1.290,1119.100,6.634,44.190,1.696,6.866,30.626,12.295,8805.000,1.414,19465.000,111.540,150.000,76.844,69.057
10-11-2010,0.726,0.620,82.228,0.971,1.000,0.995,1.287,1105.600,6.625,44.260,1.710,6.892,30.707,12.234,8779.600,1.415,19470.000,111.575,150.410,77.106,69.188
11-11-2010,0.734,0.621,82.415,0.976,1.004,1.004,1.291,1113.900,6.615,44.240,1.722,6.924,30.595,12.252,8798.000,1.434,19465.000,111.500,148.310,76.720,69.109
12-11-2010,0.730,0.620,82.420,0.980,1.009,1.014,1.298,1127.000,6.628,44.560,1.722,6.947,30.769,12.337,8924.450,1.437,19460.000,111.575,150.600,80.250,69.244
13-11-2010,,,82.510,0.981,1.012,1.015,,,,44.778,,6.958,,,8826.300,,,,,,
14-11-2010,,,82.458,0.979,1.010,1.011,,,,,,6.936,,,,,,,,,
15-11-2010,0.737,0.623,83.170,0.985,1.010,1.017,1.305,1138.100,6.633,45.110,1.720,6.969,30.973,12.275,8967.450,1.445,19465.000,111.640,150.400,80.400,69.006
16-11-2010,0.741,0.629,83.370,0.997,1.022,1.025,1.304,1132.000,6.630,45.190,1.736,7.035,31.141,12.414,8856.000,1.462,19201.000,111.630,148.600,76.617,69.122
17-11-2010,0.738,0.628,83.130,0.990,1.023,1.019,1.300,1144.100,6.633,45.108,1.726,7.003,31.280,12.364,8846.000,1.452,19198.000,111.385,150.750,76.476,69.074
18-11-2010,0.732,0.623,83.540,0.996,1.018,1.010,1.295,1126.400,6.623,45.150,1.711,6.958,31.054,12.266,8843.000,1.441,19460.000,111.625,149.950,76.471,69.114
19-11-2010,0.731,0.625,83.460,0.992,1.018,1.014,1.295,1128.100,6.628,45.240,1.717,6.976,31.087,12.262,8931.450,1.440,19455.000,111.550,150.290,76.490,69.095
20-11-2010,,,83.465,0.992,1.018,1.014,,,,,,6.984,,,,,,,,,
21-11-2010,,,83.470,0.992,1.016,1.010,,,,45.263,,6.971,,,8780.000,,,,,,
22-11-2010,0.735,0.627,83.328,0.988,1.019,1.014,1.299,1128.600,6.632,45.300,1.721,6.993,31.128,12.290,8929.450,1.453,19450.000,111.325,150.500,80.000,69.253
23-11-2010,0.747,0.633,83.250,0.997,1.021,1.026,1.314,1163.200,6.634,45.540,1.734,7.081,31.333,12.473,8966.300,1.482,19455.000,111.275,150.430,76.564,69.015
24-11-2010,0.749,0.633,83.530,0.994,1.010,1.015,1.307,1147.000,6.644,45.510,1.722,7.058,31.239,12.368,8962.450,1.476,19460.000,111.070,150.750,76.657,68.947
25-11-2010,0.750,0.635,83.640,1.000,1.009,1.023,1.309,1141.000,6.640,45.558,1.716,7.026,31.135,12.367,8967.450,1.471,19197.000,111.245,150.480,76.654,68.971
26-11-2010,0.755,0.641,84.090,1.003,1.020,1.037,1.319,1154.000,6.658,45.710,1.730,7.140,31.440,12.478,8898.000,1.485,19460.000,111.310,150.500,80.250,69.092
27-11-2010,,,84.040,1.003,1.021,1.037,,,,,,,,,,,,,,,
28-11-2010,,,84.159,1.003,1.019,1.035,,,,,,7.106,,,,,,,,,
29-11-2010,0.763,0.643,84.250,1.001,1.018,1.040,1.320,1163.000,6.651,45.800,1.717,7.116,31.339,12.482,9015.450,1.502,19460.000,111.375,150.000,80.700,68.994
30-11-2010,0.770,0.642,83.670,1.003,1.026,1.043,1.320,1161.100,6.657,45.770,1.715,7.093,31.522,12.480,9033.950,1.503,19465.000,111.300,150.750,76.951,69.145
01-12-2010,0.762,0.641,84.141,1.003,1.018,1.036,1.310,1151.100,6.653,45.230,1.706,7.022,31.359,12.393,9018.450,1.488,19465.000,111.115,151.070,80.700,69.069
02-12-2010,0.757,0.641,83.740,0.993,1.003,1.023,1.307,1150.300,6.651,45.130,1.702,6.883,31.460,12.321,8916.000,1.480,19460.000,111.195,150.900,79.900,69.117
03-12-2010,0.746,0.634,82.710,0.975,1.003,1.008,1.304,1133.000,6.653,44.780,1.684,6.844,31.227,12.330,8985.000,1.474,19465.000,111.205,151.050,80.100,69.195
04-12-2010,,,82.540,0.975,1.003,1.012,,,,44.913,,6.854,,,8903.900,,,,,,
05-12-2010,,,82.760,0.975,1.003,1.008,,,,,,6.847,,,,,,,,,
06-12-2010,0.753,0.637,82.679,0.982,1.006,1.012,1.306,1135.600,6.638,44.810,1.681,6.884,31.216,12.364,9009.950,1.483,19460.000,111.125,151.350,76.719,69.112
07-12-2010,0.755,0.635,83.470,0.988,1.011,1.018,1.310,1136.000,6.636,44.500,1.677,6.899,31.128,12.481,8990.000,1.476,19460.000,111.075,151.000,76.623,69.215
08-12-2010,0.755,0.633,84.100,0.986,1.011,1.021,1.315,1141.000,6.651,45.000,1.692,6.920,31.030,12.399,9020.000,1.493,19460.000,110.975,151.800,80.250,69.239
09-12-2010,0.755,0.634,83.824,0.983,1.010,1.016,1.310,1136.400,6.645,45.050,1.704,6.861,30.928,12.473,9018.000,1.507,19465.000,110.925,151.500,80.400,69.275
10-12-2010,0.756,0.632,83.940,0.980,1.009,1.015,1.308,1143.300,6.647,44.960,1.705,6.854,30.917,12.444,9015.000,1.503,19460.000,110.840,151.780,76.830,69.250
11-12-2010,,,83.930,0.980,1.010,1.015,,,,44.950,,,,,9010.000,,,,,,
12-12-2010,,,83.970,0.982,1.011,1.016,,,,,,6.833,,,,,,,,,
13-12-2010,0.747,0.630,83.423,0.968,1.008,1.005,1.303,1144.100,6.656,44.910,1.693,6.829,30.688,12.397,9015.000,1.506,19465.000,110.740,152.000,80.400,69.086
14-12-2010,0.748,0.634,83.810,0.961,1.006,1.003,1.302,1140.900,6.645,44.910,1.693,6.816,30.715,12.376,9009.450,1.509,19465.000,110.845,152.350,80.200,69.133
15-12-2010,0.756,0.643,84.270,0.967,1.004,1.013,1.316,1162.000,6.645,45.250,1.699,6.842,30.805,12.462,9022.450,1.524,19460.000,110.865,153.500,80.200,69.215
16-12-2010,0.755,0.640,84.040,0.964,1.006,1.011,1.315,1151.000,6.656,45.250,1.704,6.824,30.719,12.404,8938.000,1.519,19465.000,110.975,154.200,76.731,69.194
17-12-2010,0.758,0.644,83.860,0.970,1.013,1.012,1.313,1152.100,6.646,45.150,1.710,6.860,30.664,12.407,9034.450,1.543,19465.000,111.075,154.500,80.250,69.238
18-12-2010,,,83.920,0.970,1.013,1.015,,,,45.168,,6.866,,,8930.000,,,,,,
19-12-2010,,,84.016,0.970,1.012,1.013,,,,45.168,,6.824,,,8930.000,,,,,,
20-12-2010,0.762,0.645,83.750,0.965,1.018,1.007,1.317,1154.600,6.665,45.260,1.707,6.837,30.837,12.402,8943.000,1.551,19460.000,111.100,154.250,80.250,69.286
21-12-2010,0.764,0.647,83.790,0.958,1.018,1.003,1.313,1158.700,6.649,45.180,1.700,6.828,30.727,12.352,9041.950,1.554,19460.000,111.175,153.900,80.500,69.112
22-12-2010,0.762,0.649,83.558,0.951,1.013,1.000,1.306,1150.800,6.636,44.950,1.699,6.785,30.635,12.297,9041.600,1.553,19460.000,111.185,153.750,80.200,69.195
23-12-2010,0.762,0.647,83.026,0.957,1.009,0.996,1.305,1148.900,6.638,45.060,1.692,6.749,30.618,12.349,9038.900,1.544,19465.000,110.975,152.450,80.400,69.184
24-12-2010,0.762,0.648,82.880,0.963,1.008,0.995,1.299,1121.700,6.638,45.010,1.691,6.725,30.467,12.355,9032.000,1.544,19460.000,108.490,151.520,80.450,69.207
25-12-2010,,,82.860,0.963,1.008,0.992,,,,,,,,,,,,,,,
26-12-2010,,,82.940,0.964,1.010,1.000,,,,,,6.735,,,,,,,,,
27-12-2010,0.758,0.648,82.751,0.959,1.006,0.994,1.298,1144.100,6.622,45.100,1.685,6.707,30.350,12.353,8939.000,1.542,19465.000,111.125,153.500,80.500,69.298
28-12-2010,0.764,0.651,82.364,0.952,1.002,0.990,1.300,1146.500,6.616,44.950,1.690,6.666,30.347,12.377,9017.450,1.559,19460.000,110.875,154.500,80.400,69.395
29-12-2010,0.756,0.645,81.646,0.945,1.000,0.983,1.292,1139.200,6.612,44.920,1.678,6.627,30.444,12.354,9001.450,1.549,19465.000,110.865,153.650,80.500,69.104
30-12-2010,0.752,0.648,81.506,0.935,1.000,0.985,1.288,1127.000,6.592,44.810,1.662,6.621,30.552,12.372,8886.000,1.552,19450.000,110.875,151.900,80.500,69.178
