lag_1,lag_2,lag_3,return_1d,ma_5,ma_10,target
121.62,120.88,121.68,-0.0017266896891958705,121.44200000000001,121.15100000000002,1
121.41,121.62,120.88,0.0026356972242813637,121.46399999999998,121.28200000000001,0
121.73,121.41,121.62,-0.0004107450915961097,121.46399999999998,121.37100000000001,0
121.68,121.73,121.41,-0.007725180802103937,121.43599999999999,121.383,1
120.74,121.68,121.73,0.0004969355640218609,121.272,121.33699999999999,1
120.8,120.74,121.68,0.0027317880794701654,121.21600000000001,121.329,0
121.13,120.8,120.74,-0.007760257574506713,120.90799999999999,121.186,0
120.19,121.13,120.8,-0.0011648223645893685,120.582,121.023,1
120.05,120.19,121.13,0.004456476468138293,120.551,120.99350000000001,1
120.585,120.05,120.19,0.004519633453580418,120.617,120.94449999999999,1
121.13,120.585,120.05,0.004788244035333955,120.73299999999999,120.97449999999999,1
121.71,121.13,120.585,0.0004929751047573205,121.04899999999998,120.97849999999998,0
121.77,121.71,121.13,-0.0041061016670772554,121.293,120.9375,0
121.27,121.77,121.71,-0.007916220004947627,121.23799999999999,120.8945,0
120.31,121.27,121.77,-0.007646912143629003,120.88999999999999,120.7535,1
119.39,120.31,121.27,0.00016751821760618846,120.42999999999999,120.5815,1
119.41,119.39,120.31,0.0023448622393433816,120.01399999999998,120.53149999999998,1
119.69,119.41,119.39,0.0027153479822876747,119.763,120.52799999999999,1
120.015,119.69,119.41,0.007707369912094197,119.88900000000001,120.5635,1
120.94,120.015,119.69,0.004547709608070161,120.30900000000001,120.59949999999999,0
121.49,120.94,120.015,-0.0032924520536669055,120.64500000000001,120.5375,0
121.09,121.49,120.94,-0.003716244115946843,120.835,120.4245,0
120.64,121.09,121.49,-0.021137267904509205,120.45,120.10650000000001,1
118.09,120.64,121.09,0.005419595223981721,120.008,119.94850000000001,0
118.73,118.09,120.64,-0.00850669586456676,119.25399999999999,119.78150000000001,0
117.72,118.73,118.09,-0.004502208630648985,118.474,119.5595,0
117.19,117.72,118.73,-0.013653042068435872,117.46399999999998,119.14950000000002,1
115.59,117.19,117.72,0.010295008218704105,117.202,118.826,0
116.78,115.59,117.19,-0.009333790032539868,116.59400000000001,118.301,1
115.69,116.78,115.59,0.012619932578442405,116.47999999999999,117.86699999999999,1
117.15,115.69,116.78,0.009987195902688706,116.70599999999999,117.59,0
118.32,117.15,115.69,-0.006338742393509178,117.102,117.28300000000002,0
